source_pid	source_ptitle	target_pid	target_ptitle	mean_score
3875	Moskwa	663262	Kreml_moskiewski	100.0
37202	Władimir_Putin	3875	Moskwa	98.8333
251	Azja	864	Chińska_Republika_Ludowa	97.4
1743	Grecja	47564	Olimp	96.8
1833	Gajusz_Juliusz_Cezar	18144	Armia_rzymska	96.75
67975	Luwr	1807644	Paryż	96.6667
110440	Iwan_IV_Groźny	45272	Rosja	96.3333
14295	Tygrys_(rzeka)	14294	Eufrat	96.2
9576	Monachium	28817	Bayern_Monachium	95.8
45272	Rosja	662590	Metro_w_Moskwie	95.1667
15726	Wołga	864061	Dniepr	94.75
10842	Nowy_Jork	845047	New_York_Yankees	94.6667
87188	Mount_St._Helens	6760	Waszyngton_(stan)	94.4
31733	Kleopatra	54709	Ramzes_II	94.0
405603	Zamek_Himeji	2477	Japonia	93.25
129346	Michael_Jordan	107172	National_Basketball_Association	93.0
12237	Irak	17496	Iran	93.0
17496	Iran	3378667	Uniwersytet_Teherański	93.0
115366	Jeremy_Clarkson	1266202	BBC_Worldwide	92.5
63027	Hirohito	10005	Tokio	92.0
44834	Anglia	50898	University_of_Cambridge	92.0
73028	Real_Madryt	84303	FC_Barcelona	91.8333
50856	New_Jersey	282644	Uniwersytet_Princeton	91.8
688277	Barack_Obama	89827	Hillary_Clinton	91.6
44915	Włochy	383481	Wzgórze_Watykańskie	91.1667
254945	Lionel_Messi	65000	FIFA	90.6667
688277	Barack_Obama	166789	John_McCain	89.6667
67913	Tony_Blair	6647	Wielka_Brytania	89.6667
28466	Ronald_Reagan	688277	Barack_Obama	89.5
27917	Król_Artur	44834	Anglia	88.8333
543668	Ralph_Lauren	607269	Karl_Lagerfeld	88.1667
12512	Achilles	424	Ateny	88.0
12577	Franklin_Delano_Roosevelt	28466	Ronald_Reagan	88.0
741236	Pasmo_Błękitne	4657407	Catskill_(góry)	88.0
95897	Muzea_Watykańskie	1762343	Kościół_katolicki	87.8
421	Arystoteles	1743	Grecja	87.5
18861	Woodrow_Wilson	58153	Jimmy_Carter	86.8333
