source_pid	source_ptitle	target_pid	target_ptitle	mean_score
12322	Moscou	235404	Kremlin_de_Moscou	100.0
3173	Vladimir_Poutine	12322	Moscou	98.8333
3268794	Musée_des_Beaux-Arts_de_Shanghai	17798	Shanghai	98.4
159	Asie	10853	Chine	97.4
1221	Grèce	56462	Mont_Olympe	96.8
1639	Jules_César	56641	Armée_romaine	96.75
36857	Musée_du_Louvre	681159	Paris	96.6667
75669	Ivan_le_Terrible	2549	Russie	96.3333
78164	Tigre_(fleuve)	22301	Euphrate	96.2
12564	Munich	62528	Bayern_Munich	95.8
2549	Russie	207603	Métro_de_Moscou	95.1667
15624	Volga	161143	Dniepr	94.75
2179	New_York	185422	Yankees_de_New_York	94.6667
132366	Mont_Saint_Helens	7595	Washington_(État)	94.4
52662	Cléopâtre_VII	19273	Ramsès_II	94.0
245068	Château_de_Himeji	1593	Japon	93.25
50915	Michael_Jordan	38901	National_Basketball_Association	93.0
470872	Irak	1510	Iran	93.0
1510	Iran	864541	Université_de_Téhéran	93.0
590241	Jeremy_Clarkson	3834793	BBC_Worldwide	92.5
1085179	Hirohito	84433	Tokyo	92.0
4925	Angleterre	31154	Université_de_Cambridge	92.0
93033	Real_Madrid_Club_de_Fútbol	2018928	FC_Barcelone_(football)	91.8333
7569	New_Jersey	153363	Université_de_Princeton	91.8
167398	Barack_Obama	98348	Hillary_Clinton	91.6
1492	Italie	6370034	Vatican_(colline)	91.1667
2498303	Lionel_Messi	4253863	Fédération_internationale_de_football_association	90.6667
167398	Barack_Obama	249613	John_McCain	89.6667
35545	Tony_Blair	2551	Royaume-Uni	89.6667
32864	Ronald_Reagan	167398	Barack_Obama	89.5
16733	Roi_Arthur	4925	Angleterre	88.8333
1941277	Ralph_Lauren	325844	Karl_Lagerfeld	88.1667
46074	Achille	1186969	Athènes	88.0
12399	Franklin_Delano_Roosevelt	32864	Ronald_Reagan	88.0
2093027	Montagnes_Blue_Ridge	1462918	Montagnes_Catskill	88.0
304000	Musées_du_Vatican	6130480	Église_catholique	87.8
815713	Aristote	1221	Grèce	87.5
8456701	Kent_(fleuve)	59399	Tamise	87.3333
32702	Woodrow_Wilson	2773353	Jimmy_Carter	86.8333
12322	Moscou	15624	Volga	86.8333
1890206	Brad_Pitt	85276	Leonardo_DiCaprio	86.8
56302	John_Kerry	94213	Dick_Cheney	86.6
841	Danemark	1009	Europe	86.5
976059	Shanghai_Sharks	150954	Suns_de_Phoenix	86.3333
58962	Ferrari_(entreprise)	62870	Lamborghini	86.25
107622	Ferdinand_VII	1695094	Forces_armées_espagnoles	86.0
851656	Sachin_Tendulkar	1508	Inde	86.0
1690786	William_Shakespeare	1074	Edgar_Allan_Poe	86.0
1639	Jules_César	1492	Italie	85.8333
15766	Karl_Marx	32476	Joseph_Staline	85.75
2904698	Adele	2551	Royaume-Uni	85.6667
15353	Nelson_Mandela	105028	Congrès_national_africain	85.6
56278	Sergueï_Rachmaninov	25099	Jean-Sébastien_Bach	85.1667
6766	Agence_spatiale_européenne	755879	Organisation_indienne_pour_la_recherche_spatiale	84.8333
40162	Séoul	271261	Samsung_Electronics	84.8333
174501	William_Shatner	174505	George_Takei	84.1667
135357	Condé_Nast_Publications	2452440	Virgin_Media	84.0
90052	Grand_Canyon	164214	Colorado_(fleuve)	83.4
67176	Montagnes_Rocheuses	14398	Himalaya	82.2
286843	Rosa_Parks	995055	National_Association_for_the_Advancement_of_Colored_People	81.6
1969142	Musée_Mikhaïl_Boulgakov	12322	Moscou	80.8333
38156	George_Harrison	58671	Liverpool	80.8
148269	Aeroflot	2026660	Air_Canada	80.8
63334	Cirque_du_Soleil	1046739	New_York_City_Ballet	80.5
90903	Gondor	77165	Nazgûl	80.4
43413	Zhang_Ziyi	14403	Pékin	80.0
181814	Université_de_Toronto	5333	Université_de_Californie_à_Berkeley	79.5
51590	British_Airways	148269	Aeroflot	79.4
70535	Cary_Grant	174501	William_Shatner	79.3333
42631	Qianlong	43386	Cao_Cao	79.2
6113832	Musée_hongrois_des_sciences_naturelles	36529	Budapest	79.1667
814164	Faculté_de_droit_de_Harvard	273691	London_School_of_Economics	78.8333
525	Conseil_de_sécurité_des_Nations_unies	32182	Forum_économique_mondial	78.75
111348	Shahrukh_Khan	806410	Abhishek_Bachchan	78.6667
15829	Danube	59399	Tamise	78.6
2160	Norvège	841	Danemark	77.6667
15624	Volga	2192	Nil	77.2
644833	Toshirō_Mifune	44	Akira_Kurosawa	76.8333
16691	Porto_Rico	1295132	Cuba	76.5
101122	Cervin	103687	Everest	76.5
3251283	Jane_Austen	1074	Edgar_Allan_Poe	76.4
2964345	Croix-Rouge_américaine	4024387	American_Heart_Association	76.4
16691	Porto_Rico	1377936	États-Unis	76.3333
134625	Jésus-Christ	136758	Siddhartha_Gautama	76.25
1295132	Cuba	1134	Floride	76.0
111348	Shahrukh_Khan	6884	Bombay	76.0
40642	Léon_Trotski	1538698	Fiodor_Dostoïevski	75.75
2018928	FC_Barcelone_(football)	716083	Football_Club_Séoul	75.5
1491	Islande	11958	Groenland	74.8333
953922	Ulysse	56462	Mont_Olympe	74.8333
7134	Martin_Luther_King	286843	Rosa_Parks	74.5
135117	Daniel_Radcliffe	107821	Matt_Damon	74.25
42692	Vladimir_Ilitch_Lénine	63790	Bolcheviks	74.2
3173	Vladimir_Poutine	207603	Métro_de_Moscou	74.0
6713093	Narendra_Modi	755879	Organisation_indienne_pour_la_recherche_spatiale	74.0
490	Burkina_Faso	2627	République_démocratique_du_Congo	73.8333
68051	Université_Harvard	704459	Institut_indien_de_technologie_de_Delhi	73.3333
108282	Mohamed_Ali	983124	World_Boxing_Organization	73.3333
2719	Suisse	32182	Forum_économique_mondial	72.5
26172	Agence_internationale_de_l'énergie_atomique	525	Conseil_de_sécurité_des_Nations_unies	71.5
1168998	Association_des_correspondants_de_la_Maison-Blanche	135357	Condé_Nast_Publications	70.3333
2253	Oscar_Wilde	522282	Maya_Angelou	70.0
2551	Royaume-Uni	486860	Collège_d'Eton	70.0
3834793	BBC_Worldwide	135357	Condé_Nast_Publications	69.5
158476	Jon_Stewart	4137390	Glenn_Beck	69.5
1258829	Union_américaine_pour_les_libertés_civiles	995055	National_Association_for_the_Advancement_of_Colored_People	69.4
3324146	Rome	4177723	Etna	69.2
9492	Delhi	755879	Organisation_indienne_pour_la_recherche_spatiale	69.1667
456401	Académie_royale_des_sciences_de_Suède	740050	Institut_indien_de_technologie	69.0
10246	Pays_de_Galles	4027244	Université_de_Cardiff	69.0
1348749	Dale_Earnhardt_Jr.	5537	Amérique_du_Nord	68.8333
15793	Bill_Clinton	243335	Gordon_Brown	68.8
62528	Bayern_Munich	2987016	Université_technique_de_Munich	68.5
623	Californie	7504	Hawaï	67.8333
4813	Kirghizistan	1574253	Turquie	67.75
774780	Force_aérienne_royale_australienne	939165	Marine_russe	67.5
15038	Organisation_mondiale_du_commerce	273691	London_School_of_Economics	67.5
1009	Europe	162790	Manchester_United_Football_Club	67.5
132366	Mont_Saint_Helens	1537404	Vésuve	67.4
1510	Iran	23	Afghanistan	66.8
84182	Monsanto	291682	Dupont_ou_Dupond	66.8
7740	Lituanie	3608791	Kosovo	66.75
151133	Fred_Astaire	1134530	Carol_Channing	66.3333
25338	Le_Caire	84433	Tokyo	66.0
1024085	Oxfam_International	2964345	Croix-Rouge_américaine	65.1667
251146	Oda_Nobunaga	245068	Château_de_Himeji	65.0
2442293	Algérie	1095	France	64.0
96552	Ben_Affleck	424428	Rosario_Dawson	63.75
50840	Œdipe	40355	Sparte	63.4
36529	Budapest	204167	Académie_roumaine	63.25
15038	Organisation_mondiale_du_commerce	560011	Département_de_la_Sécurité_intérieure_des_États-Unis	63.0
1649400	Université_du_Missouri_à_Columbia	9838297	Université_de_Caroline_du_Nord_à_Greensboro	62.8333
54591	Musée_du_Prado	5211	Barcelone	62.4
2981749	Administration_de_la_sécurité_sociale	3695232	Small_Business_Administration	62.4
485	Belize	2324	Portugal	62.0
1377936	États-Unis	437350	Goldman_Sachs	61.75
1367	Hongrie	23	Afghanistan	61.0
14404	Canton_(Chine)	2088022	Banque_populaire_de_Chine	61.0
1046739	New_York_City_Ballet	892943	Orchestre_symphonique_de_Londres	60.8333
36386	Marilyn_Monroe	1890206	Brad_Pitt	60.5
15890	Ludwig_van_Beethoven	7221	Berlin	60.5
1156955	Bell_hooks	56463	Ayn_Rand	60.3333
5537	Amérique_du_Nord	4874552	ConAgra_Foods	59.8
851656	Sachin_Tendulkar	749224	Ken_Griffey_Jr.	59.75
12309	Abraham_Lincoln	676806	Napoléon_Ier	59.75
14403	Pékin	39230	Yangzi_Jiang	59.6667
522282	Maya_Angelou	1156955	Bell_hooks	59.5
123292	Heer_(Bundeswehr)	2936319	Armada_espagnole	59.3333
1538698	Fiodor_Dostoïevski	830693	Dean_Koontz	59.2
25099	Jean-Sébastien_Bach	15839	Vienne_(Autriche)	59.2
12564	Munich	1016864	Université_de_Leipzig	59.2
54315	Julia_Roberts	4234975	Lady_Gaga	58.6667
1231	Guatemala	2656	République_dominicaine	58.5
37370	Zinédine_Zidane	2947004	Paris_Saint-Germain_Football_Club	58.4
2549	Russie	3161	Varsovie	57.8333
15494	Empire_moghol	1510	Iran	57.75
7221	Berlin	1216738	Banque_centrale_européenne	57.6667
510732	David_Cameron	739200	Bourse_de_Londres	57.5
167398	Barack_Obama	525	Conseil_de_sécurité_des_Nations_unies	57.5
8558	J._R._R._Tolkien	32106	Stan_Lee	57.4
1011165	Ban_Ki-moon	47260	Fonds_des_Nations_unies_pour_l'enfance	57.4
27816	Édimbourg	6766	Agence_spatiale_européenne	57.25
1024085	Oxfam_International	4038126	Habitat_for_Humanity_International	56.6667
3083	Ukraine	7740	Lituanie	56.6
48493	Silvio_Berlusconi	32864	Ronald_Reagan	56.0
2498303	Lionel_Messi	1246521	Derek_Jeter	55.75
6163864	Université_du_Pendjab_(Lahore)	13869127	Armée_de_terre_indienne	55.3333
1186969	Athènes	3707211	Comité_olympique_des_États-Unis	55.0
359052	Richard_Pryor	175419	Tupac_Shakur	54.75
15797	Winston_Churchill	3834793	BBC_Worldwide	54.4
4137390	Glenn_Beck	249613	John_McCain	54.3333
8700	Singapour	4983	Laos	54.3333
298724	Colin_Firth	2904698	Adele	54.25
36529	Budapest	17798	Shanghai	54.25
359052	Richard_Pryor	70535	Cary_Grant	54.0
602407	Hammurabi_Ier_d'Alep	134625	Jésus-Christ	54.0
55461	Lyndon_B._Johnson	56302	John_Kerry	53.8333
44357	Anton_Tchekhov	2253	Oscar_Wilde	53.8
547522	James_Earl_Jones	90935	Angelina_Jolie	53.8
2160	Norvège	4924	Londres	53.5
27101	Empire_ottoman	2549	Russie	53.4
680078	George_W._Bush	114641	Université_Yale	53.4
15624	Volga	105135	Armée_Rouge	53.25
138031	Gene_Kelly	3122332	American_Ballet_Theatre	53.1667
3588681	Calcutta	704459	Institut_indien_de_technologie_de_Delhi	52.8333
5027925	Monts_Yandang	252140	Armée_populaire_de_libération	52.75
85375	Kim_Jong-il	1085179	Hirohito	52.4
2498303	Lionel_Messi	68615	Wayne_Gretzky	52.2
41374	Jimi_Hendrix	160030	John_Philip_Sousa	51.8333
41183	Michel-Ange	6130480	Église_catholique	51.1667
3707211	Comité_olympique_des_États-Unis	983124	World_Boxing_Organization	51.0
12564	Munich	15829	Danube	51.0
3742055	Cornell_University_Press	4068031	Université_du_Massachusetts_à_Amherst	50.8333
6882	New_Delhi	4986	Liberia	50.6667
101533	Congo_(fleuve)	4984	Nigeria	50.5
2192	Nil	2442293	Algérie	50.2
62528	Bayern_Munich	123292	Heer_(Bundeswehr)	50.2
5002123	David_Sedaris	12554	Buster_Keaton	49.8333
15766	Karl_Marx	2020347	Parti_des_travailleurs_du_Kurdistan	49.75
36857	Musée_du_Louvre	54591	Musée_du_Prado	49.75
151133	Fred_Astaire	465082	Ballets_russes	49.6667
25099	Jean-Sébastien_Bach	30272	Claude_Debussy	49.4
1377936	États-Unis	1714478	Target_Corporation	49.3333
54491	Karachi	15739	Kiev	49.0
15797	Winston_Churchill	55461	Lyndon_B._Johnson	49.0
602407	Hammurabi_Ier_d'Alep	9395	Syrie	48.1667
55371	Martin_Van_Buren	3747477	Élisabeth_II	48.0
3268794	Musée_des_Beaux-Arts_de_Shanghai	39230	Yangzi_Jiang	47.8333
2549	Russie	35439	National_Security_Agency	46.5
235404	Kremlin_de_Moscou	27101	Empire_ottoman	46.4
233361	Warren_Buffett	1185	Fonds_monétaire_international	46.25
2673416	Canada	15038	Organisation_mondiale_du_commerce	46.1667
36857	Musée_du_Louvre	2947004	Paris_Saint-Germain_Football_Club	46.0
243335	Gordon_Brown	55461	Lyndon_B._Johnson	45.75
11388152	Orchestre_Boston_Pops	4068031	Université_du_Massachusetts_à_Amherst	44.8
4739057	Taylor_Swift	3252248	Facebook	44.4
75669	Ivan_le_Terrible	4992	Ouzbékistan	44.3333
1156955	Bell_hooks	1871707	National_Endowment_for_the_Arts	44.25
3251283	Jane_Austen	51590	British_Airways	44.1667
2452440	Virgin_Media	75960	Université_d'Oxford	43.5
253916	Mont_Ararat	6130480	Église_catholique	43.5
342932	Dionne_Warwick	2179	New_York	43.3333
35545	Tony_Blair	979204	John_Fitzgerald_Kennedy	43.0
12309	Abraham_Lincoln	4726074	Rand_Paul	43.0
71300	Nicolas_II	4988	Tadjikistan	42.5
2551	Royaume-Uni	2947004	Paris_Saint-Germain_Football_Club	42.0
20331	Allah_Rakha_Rahman	160030	John_Philip_Sousa	42.0
57821	Château_de_Versailles	42894	Cité_interdite	41.6667
291682	Dupont_ou_Dupond	7234578	Miller_Brewing_Company	41.6667
98412	Arjuna	54491	Karachi	41.6
59399	Tamise	154517	Manchester_City_Football_Club	41.5
6884	Bombay	8700	Singapour	41.3333
51590	British_Airways	75960	Université_d'Oxford	41.1667
4486237	IBM	84182	Monsanto	41.0
107821	Matt_Damon	1871707	National_Endowment_for_the_Arts	40.75
4996	Corée_du_Nord	4543748	Philippines	40.5
101533	Congo_(fleuve)	382665	Mont_Kenya	40.5
1236	Ghana	1095	France	40.5
229298	Gary_Oldman	1786	Los_Angeles	40.0
4925	Angleterre	34392	Amnesty_International	39.5
14403	Pékin	36759	Comité_international_olympique	39.3333
15625	Frank_Zappa	444169	The_Mothers_of_Invention	39.25
1348749	Dale_Earnhardt_Jr.	62870	Lamborghini	38.8333
1639	Jules_César	74291	Néfertiti	38.5
6878	Tallinn	12322	Moscou	38.4
40642	Léon_Trotski	15606	Oliver_Cromwell	38.2
1690786	William_Shakespeare	892943	Orchestre_symphonique_de_Londres	38.2
61482	Electronic_Frontier_Foundation	1249	Google	37.0
44784	Elvis_Presley	111009	Bruce_Willis	36.8333
24887	Johannes_Brahms	63947	Bruce_Springsteen	36.8333
111348	Shahrukh_Khan	151133	Fred_Astaire	36.6667
4094483	Suède	36694	Istanbul	36.5
98412	Arjuna	1508	Inde	36.4
74291	Néfertiti	9395	Syrie	36.2
2010	Madrid	47769	Alfa_Romeo	36.0
2551	Royaume-Uni	494	Barbade	35.8333
262360	Armée_de_terre_italienne	47769	Alfa_Romeo	35.5
1786	Los_Angeles	689648	National_Collegiate_Athletic_Association	35.4
41374	Jimi_Hendrix	90935	Angelina_Jolie	35.0
42966	Oural	1176333	Rivière_des_Perles	35.0
23374	John_Lennon	111348	Shahrukh_Khan	35.0
50915	Michael_Jordan	955603	Mariners_de_Seattle	34.75
1538698	Fiodor_Dostoïevski	15839	Vienne_(Autriche)	34.75
3161	Varsovie	15038	Organisation_mondiale_du_commerce	34.3333
45923	Orson_Welles	15741	British_Broadcasting_Corporation	34.25
20331	Allah_Rakha_Rahman	3588681	Calcutta	33.6667
59399	Tamise	3834793	BBC_Worldwide	33.5
245068	Château_de_Himeji	90903	Gondor	33.5
56463	Ayn_Rand	32476	Joseph_Staline	33.25
689648	National_Collegiate_Athletic_Association	3707211	Comité_olympique_des_États-Unis	33.0
43386	Cao_Cao	136758	Siddhartha_Gautama	33.0
3695232	Small_Business_Administration	671146	Parti_libertarien	33.0
424428	Rosario_Dawson	1295132	Cuba	32.6667
103687	Everest	132849	Grand_Teton	32.6
25338	Le_Caire	470872	Irak	32.5
221145	Antonio_Banderas	2018928	FC_Barcelone_(football)	32.1667
68051	Université_Harvard	437350	Goldman_Sachs	32.1667
12140	Tennessee_Williams	746078	Doris_Day	32.0
235404	Kremlin_de_Moscou	1168998	Association_des_correspondants_de_la_Maison-Blanche	32.0
2159	Népal	2830	Soudan	31.6667
42692	Vladimir_Ilitch_Lénine	148269	Aeroflot	31.6
23557	Bogota	342417	Drug_Enforcement_Administration	31.2
382665	Mont_Kenya	927499	Lagos	30.6
7260	Pythagore	245237	Université_Stanford	30.6
1574253	Turquie	822588	Conseil_des_droits_de_l'homme_des_Nations_unies	30.4
42631	Qianlong	52662	Cléopâtre_VII	30.1667
147642	Emirates	442739	3M	30.0
136758	Siddhartha_Gautama	6370034	Vatican_(colline)	30.0
1492	Italie	1871707	National_Endowment_for_the_Arts	29.75
2026660	Air_Canada	271261	Samsung_Electronics	29.4
167398	Barack_Obama	1871707	National_Endowment_for_the_Arts	29.0
4177723	Etna	47769	Alfa_Romeo	28.8
774780	Force_aérienne_royale_australienne	2492087	Cayman_Airways	28.75
42966	Oural	15624	Volga	28.75
1355526	Charles_Dickens	63075	Luciano_Pavarotti	28.6
1690786	William_Shakespeare	27816	Édimbourg	28.5
71300	Nicolas_II	12399	Franklin_Delano_Roosevelt	28.1667
5289530	AmeriCorps	10061818	Child_Protective_Services	28.0
41374	Jimi_Hendrix	649600	George_Carlin	28.0
43413	Zhang_Ziyi	68424	Universal_Pictures	27.8333
3588681	Calcutta	27816	Édimbourg	27.8
40355	Sparte	304000	Musées_du_Vatican	27.75
2551	Royaume-Uni	6343	Éthiopie	27.6
525	Conseil_de_sécurité_des_Nations_unies	61482	Electronic_Frontier_Foundation	27.5
806410	Abhishek_Bachchan	6163864	Université_du_Pendjab_(Lahore)	27.4
167398	Barack_Obama	1009	Europe	27.4
4515420	Dilma_Rousseff	1416234	Colombie	27.3333
2253	Oscar_Wilde	681159	Paris	27.3333
14673	Confucius	17424	IIe_concile_œcuménique_du_Vatican	27.1667
689648	National_Collegiate_Athletic_Association	3533799	National_Labor_Relations_Board	27.0
112603	New_York_Mercantile_Exchange	2088022	Banque_populaire_de_Chine	27.0
1695094	Forces_armées_espagnoles	560011	Département_de_la_Sécurité_intérieure_des_États-Unis	26.8333
519975	David_Tennant	897664	Royal_Shakespeare_Company	26.8333
249613	John_McCain	90052	Grand_Canyon	26.75
147642	Emirates	93033	Real_Madrid_Club_de_Fútbol	26.75
136758	Siddhartha_Gautama	3924793	Bangkok	26.6
3834793	BBC_Worldwide	249984	Leicester_City_Football_Club	26.3333
111348	Shahrukh_Khan	43281	New_Line_Cinema	26.2
43953	Boeing	1249	Google	26.1667
15839	Vienne_(Autriche)	123292	Heer_(Bundeswehr)	26.1667
8737	Archimède	6370034	Vatican_(colline)	26.0
32182	Forum_économique_mondial	1681064	Parti_communiste_de_Grande-Bretagne	26.0
48493	Silvio_Berlusconi	65006	Cour_européenne_des_droits_de_l'homme	26.0
15606	Oliver_Cromwell	892943	Orchestre_symphonique_de_Londres	26.0
85375	Kim_Jong-il	1510	Iran	25.8
124387	Catherine_II	251146	Oda_Nobunaga	25.6667
2179	New_York	739200	Bourse_de_Londres	25.3333
12309	Abraham_Lincoln	1258829	Union_américaine_pour_les_libertés_civiles	25.3333
46194	Bob_Dylan	35545	Tony_Blair	25.3333
3710296	McDonald's	4486237	IBM	25.1667
10853	Chine	800	Cable_News_Network	24.5
14398	Himalaya	3028510	Antarctique	24.5
2331	Pérou	14398	Himalaya	24.5
680078	George_W._Bush	3707211	Comité_olympique_des_États-Unis	24.3333
814164	Faculté_de_droit_de_Harvard	622943	Green_Party	24.0
23012	J._K._Rowling	16733	Roi_Arthur	24.0
42631	Qianlong	10775	Philippe_II_(roi_d'Espagne)	24.0
1258829	Union_américaine_pour_les_libertés_civiles	1256034	Département_de_l'Agriculture_des_États-Unis	23.3333
164214	Colorado_(fleuve)	1116870	Royal_Geographical_Society	23.25
47769	Alfa_Romeo	2018928	FC_Barcelone_(football)	23.2
85375	Kim_Jong-il	479137	Université_Tsinghua	23.1667
681159	Paris	14404	Canton_(Chine)	23.0
105681	RZA	11388152	Orchestre_Boston_Pops	22.8333
2773353	Jimmy_Carter	235404	Kremlin_de_Moscou	22.8
15797	Winston_Churchill	15829	Danube	22.5
2773353	Jimmy_Carter	3695232	Small_Business_Administration	22.0
1491	Islande	525	Conseil_de_sécurité_des_Nations_unies	22.0
486	Bhoutan	42894	Cité_interdite	21.6667
35545	Tony_Blair	36857	Musée_du_Louvre	21.6
105144	George_Clooney	4038126	Habitat_for_Humanity_International	21.6
35439	National_Security_Agency	123292	Heer_(Bundeswehr)	21.5
14404	Canton_(Chine)	927499	Lagos	21.4
72907	Maurétanie	889704	Université_d'État_de_l'Ohio	21.4
40162	Séoul	4072	Érythrée	21.3333
2673416	Canada	51590	British_Airways	20.8
46194	Bob_Dylan	1786	Los_Angeles	20.6667
6343	Éthiopie	27101	Empire_ottoman	20.6667
4739057	Taylor_Swift	444169	The_Mothers_of_Invention	20.5
67176	Montagnes_Rocheuses	196659	United_States_Army	20.25
64415	François_d'Assise	34392	Amnesty_International	20.1667
158355	Angela_Merkel	12322	Moscou	19.8
67519	Ernest_Hemingway	76503	Thurgood_Marshall	19.6667
4137390	Glenn_Beck	119582	National_Rifle_Association	19.6
3710296	McDonald's	609170	Dow_Chemical	19.5
2253	Oscar_Wilde	2551	Royaume-Uni	19.5
150954	Suns_de_Phoenix	983124	World_Boxing_Organization	19.3333
1377936	États-Unis	927546	Hezbollah	19.25
110	Amérique_du_Sud	1695094	Forces_armées_espagnoles	19.2
398	Brésil	2018928	FC_Barcelone_(football)	19.1667
3028510	Antarctique	198884	Environmental_Protection_Agency	19.1667
456401	Académie_royale_des_sciences_de_Suède	4024387	American_Heart_Association	19.0
1362179	Mexico	2936319	Armada_espagnole	18.8333
988359	Danielle_Steel	26172	Agence_internationale_de_l'énergie_atomique	18.8
181	Afrique	262360	Armée_de_terre_italienne	18.6667
118951	Peter_O'Toole	2179	New_York	18.6
35545	Tony_Blair	8650	Panama	18.4
1690786	William_Shakespeare	37832	Aishwarya_Rai	18.3333
50840	Œdipe	85375	Kim_Jong-il	18.0
15038	Organisation_mondiale_du_commerce	1968477	LinkedIn	17.6
42692	Vladimir_Ilitch_Lénine	4924	Londres	17.5
7078411	Federal_Highway_Administration	4038126	Habitat_for_Humanity_International	17.3333
248393	PayPal	273691	London_School_of_Economics	17.2
40408	Victoria_(reine)	681159	Paris	17.1667
90052	Grand_Canyon	7078411	Federal_Highway_Administration	16.8333
14698	Henri_VIII	251146	Oda_Nobunaga	16.6667
1362179	Mexico	39230	Yangzi_Jiang	16.6
299443	Groucho_Marx	4637689	Monts_de_Crimée	16.5
2324	Portugal	6766	Agence_spatiale_européenne	16.4
94213	Dick_Cheney	1510	Iran	16.1667
1024085	Oxfam_International	181814	Université_de_Toronto	16.0
58962	Ferrari_(entreprise)	2018928	FC_Barcelone_(football)	15.8333
3747477	Élisabeth_II	3028510	Antarctique	15.8333
26172	Agence_internationale_de_l'énergie_atomique	864541	Université_de_Téhéran	15.6667
1941277	Ralph_Lauren	6996	Dalaï-lama	15.5
3160997	Jakarta	398	Brésil	15.2
136758	Siddhartha_Gautama	567	Corée_du_Sud	15.1667
85375	Kim_Jong-il	3834793	BBC_Worldwide	15.0
29502	Sophocle	36857	Musée_du_Louvre	15.0
1299408	Bill_Gates	23012	J._K._Rowling	14.8
28667	Orchestre_philharmonique_de_Vienne	3834793	BBC_Worldwide	14.8
25099	Jean-Sébastien_Bach	71300	Nicolas_II	14.8
7221	Berlin	445340	Université_d'Oslo	14.6667
23012	J._K._Rowling	7856	Albert_Einstein	14.5
1299408	Bill_Gates	3981141	Tumblr	14.4
14603	Martin_Luther	5537	Amérique_du_Nord	13.8
245068	Château_de_Himeji	22301	Euphrate	13.6
85375	Kim_Jong-il	36759	Comité_international_olympique	13.5
10853	Chine	3707211	Comité_olympique_des_États-Unis	13.5
74291	Néfertiti	1011165	Ban_Ki-moon	13.3333
3707211	Comité_olympique_des_États-Unis	96771	Raptors_de_Toronto	13.3333
1102	Fidji	3006	Tunisie	13.2
3083	Ukraine	26172	Agence_internationale_de_l'énergie_atomique	13.0
158355	Angela_Merkel	1377936	États-Unis	13.0
70535	Cary_Grant	2179	New_York	13.0
64415	François_d'Assise	85487	Ringo_Starr	13.0
90052	Grand_Canyon	7234578	Miller_Brewing_Company	12.8
6766	Agence_spatiale_européenne	3742055	Cornell_University_Press	12.5
3695232	Small_Business_Administration	28667	Orchestre_philharmonique_de_Vienne	12.4
3122332	American_Ballet_Theatre	689648	National_Collegiate_Athletic_Association	12.25
8686	Louis_XIV	7793	Mississippi_(fleuve)	12.2
326832	Panthers_de_la_Floride	36759	Comité_international_olympique	12.1667
12322	Moscou	123292	Heer_(Bundeswehr)	12.1667
7134	Martin_Luther_King	7856	Albert_Einstein	12.0
1156955	Bell_hooks	181	Afrique	11.5
147642	Emirates	2936319	Armada_espagnole	11.25
8558	J._R._R._Tolkien	273691	London_School_of_Economics	11.25
71300	Nicolas_II	1074	Edgar_Allan_Poe	11.1667
158355	Angela_Merkel	76503	Thurgood_Marshall	11.0
2673416	Canada	1258829	Union_américaine_pour_les_libertés_civiles	11.0
523187	Mark_Rothko	126170	Lufthansa	11.0
325844	Karl_Lagerfeld	128452	Lord_Byron	10.8333
98348	Hillary_Clinton	1871707	National_Endowment_for_the_Arts	10.8
6370034	Vatican_(colline)	4038126	Habitat_for_Humanity_International	10.8
76503	Thurgood_Marshall	198884	Environmental_Protection_Agency	10.6667
48493	Silvio_Berlusconi	2324	Portugal	10.6
2324	Portugal	1462918	Montagnes_Catskill	10.5
2981749	Administration_de_la_sécurité_sociale	123292	Heer_(Bundeswehr)	10.5
722798	Mayo_Clinic	525	Conseil_de_sécurité_des_Nations_unies	10.3333
128452	Lord_Byron	108282	Mohamed_Ali	10.3333
14403	Pékin	65006	Cour_européenne_des_droits_de_l'homme	10.2
9492	Delhi	112603	New_York_Mercantile_Exchange	10.2
101047	Dizzy_Gillespie	98348	Hillary_Clinton	10.1667
94213	Dick_Cheney	7078411	Federal_Highway_Administration	10.1667
15793	Bill_Clinton	3695232	Small_Business_Administration	10.0
167398	Barack_Obama	4739057	Taylor_Swift	9.8
36857	Musée_du_Louvre	51590	British_Airways	9.8
20249	Richard_Nixon	2673416	Canada	9.6667
6874	Mohandas_Karamchand_Gandhi	40162	Séoul	9.6
6996	Dalaï-lama	12140	Tennessee_Williams	9.6
5386	John_Steinbeck	37370	Zinédine_Zidane	9.5
158355	Angela_Merkel	59399	Tamise	9.5
15353	Nelson_Mandela	174501	William_Shatner	9.5
40408	Victoria_(reine)	118951	Peter_O'Toole	9.25
7810	Richard_Feynman	3689852	Université_Paris-Sorbonne	9.25
35545	Tony_Blair	717	Cameroun	9.2
7558	Wyoming	1741	Liban	9.1667
731014	Rijksmuseum_Amsterdam	3028510	Antarctique	9.1667
5289530	AmeriCorps	542534	Université_de_Glasgow	9.1667
57821	Château_de_Versailles	25338	Le_Caire	9.0
32476	Joseph_Staline	59399	Tamise	8.8333
