source_pid	source_ptitle	target_pid	target_ptitle	mean_score
24917	Mosca_(Russia)	363235	Cremlino_di_Mosca	100.0
2388986	Vladimir_Putin	24917	Mosca_(Russia)	98.8333
1669444	Asia	1563766	Cina	97.4
698940	Grecia	698379	Olimpo	96.8
2912838	Gaio_Giulio_Cesare	136351	Esercito_romano	96.75
1239352	Museo_del_Louvre	3198	Parigi	96.6667
39226	Ivan_IV_di_Russia	2378921	Russia	96.3333
2404763	Tigri	2404740	Eufrate	96.2
20439	Monaco_di_Baviera	104062	Fußball-Club_Bayern_München	95.8
2378921	Russia	54692	Metropolitana_di_Mosca	95.1667
39777	Volga	115898	Dnepr	94.75
2386942	New_York	235545	New_York_Yankees	94.6667
99871	Monte_Saint_Helens	68984	Washington_(stato)	94.4
115407	Cleopatra	1431625	Ramses_II	94.0
1058047	Castello_di_Himeji	2408110	Giappone	93.25
40251	Michael_Jordan	44819	NBA	93.0
2905701	Iraq	2531534	Iran	93.0
2531534	Iran	322500	Università_di_Teheran	93.0
902023	Jeremy_Clarkson	3917564	BBC_Worldwide	92.5
13204	Hirohito	13036	Tokyo	92.0
713477	Inghilterra	26685	Università_di_Cambridge	92.0
83982	Real_Madrid_Club_de_Fútbol	104063	Futbol_Club_Barcelona	91.8333
52148	New_Jersey	79725	Università_di_Princeton	91.8
4714697	Barack_Obama	120672	Hillary_Clinton	91.6
2340360	Italia	586367	Colle_Vaticano	91.1667
2111716	Lionel_Messi	1318760	Fédération_Internationale_de_Football_Association	90.6667
4714697	Barack_Obama	658156	John_McCain	89.6667
93762	Tony_Blair	2091116	Regno_Unito	89.6667
24091	Ronald_Reagan	4714697	Barack_Obama	89.5
272010	Re_Artù	713477	Inghilterra	88.8333
1359399	Ralph_Lauren	237362	Karl_Lagerfeld	88.1667
689674	Achille	689859	Atene	88.0
61029	Franklin_Delano_Roosevelt	24091	Ronald_Reagan	88.0
2137910	Monti_Blue_Ridge	5424319	Monti_Catskill	88.0
1200287	Musei_Vaticani	2481325	Chiesa_cattolica	87.8
684871	Aristotele	698940	Grecia	87.5
20664	Thomas_Woodrow_Wilson	2433	Jimmy_Carter	86.8333
24917	Mosca_(Russia)	39777	Volga	86.8333
166127	Brad_Pitt	2839721	Leonardo_DiCaprio	86.8
14438	John_Kerry	2501702	Dick_Cheney	86.6
126159	Danimarca	650233	Europa	86.5
2705078	Shanghai_Sharks	50217	Phoenix_Suns	86.3333
2305223	Ferrari	62275	Lamborghini	86.25
221594	Ferdinando_VII_di_Spagna	2496653	Fuerzas_Armadas_de_España	86.0
4476343	Sachin_Tendulkar	806862	India	86.0
15408	William_Shakespeare	225442	Edgar_Allan_Poe	86.0
2912838	Gaio_Giulio_Cesare	2340360	Italia	85.8333
2699954	Karl_Marx	2406058	Iosif_Stalin	85.75
1652100	Adele_(cantante)	2091116	Regno_Unito	85.6667
2121526	Nelson_Mandela	95475	Congresso_Nazionale_Africano	85.6
25649	Sergej_Vasil'evič_Rachmaninov	38897	Johann_Sebastian_Bach	85.1667
9043	Agenzia_spaziale_europea	153486	Indian_Space_Research_Organisation	84.8333
110547	Seul	715149	Samsung_Electronics	84.8333
133732	William_Shatner	746112	George_Takei	84.1667
5490391	Condé_Nast_Publications	2266632	Virgin_Media	84.0
325135	Grand_Canyon	719450	Colorado_(fiume_Colorado)	83.4
228178	Montagne_Rocciose	1430723	Himalaya	82.2
225447	Rosa_Parks	2617233	National_Association_for_the_Advancement_of_Colored_People	81.6
53622	George_Harrison	76605	Liverpool	80.8
745598	Aeroflot	1787356	Air_Canada	80.8
381785	Cirque_du_Soleil	1201772	New_York_City_Ballet	80.5
72678	Gondor	217374	Nazgûl	80.4
562692	Zhang_Ziyi	44386	Pechino	80.0
349421	Università_di_Toronto	619877	Università_della_California,_Berkeley	79.5
804	British_Airways	745598	Aeroflot	79.4
9464	Cary_Grant	133732	William_Shatner	79.3333
1419958	Qianlong	852448	Cáo_Cāo	79.2
3756203	Harvard_Law_School	544633	London_School_of_Economics_and_Political_Science	78.8333
63423	Consiglio_di_sicurezza_delle_Nazioni_Unite	2128787	Forum_economico_mondiale	78.75
534294	Shah_Rukh_Khan	1658585	Abhishek_Bachchan	78.6667
40963	Danubio	59880	Tamigi	78.6
2879195	Charlize_Theron	800537	Screen_Actors_Guild	78.5
15459	Norvegia	126159	Danimarca	77.6667
39777	Volga	3026	Nilo	77.2
237242	Toshirō_Mifune	44138	Akira_Kurosawa	76.8333
83314	Porto_Rico	2949457	Cuba	76.5
19889	Cervino	15659	Everest	76.5
2456760	Jane_Austen	225442	Edgar_Allan_Poe	76.4
2895327	Croce_Rossa_Americana	2561815	American_Heart_Association	76.4
83314	Porto_Rico	1563740	Stati_Uniti_d'America	76.3333
2386304	Gesù	17052	Gautama_Buddha	76.25
2949457	Cuba	704139	Florida	76.0
534294	Shah_Rukh_Khan	83507	Mumbai	76.0
14627	Lev_Trockij	103219	Fëdor_Dostoevskij	75.75
8198095	Galleria_d'arte_moderna_di_Zagabria	41807	Zagabria	75.75
104063	Futbol_Club_Barcelona	3168732	Football_Club_Seoul	75.5
2257193	Islanda	10293	Groenlandia	74.8333
2755773	Ulisse	698379	Olimpo	74.8333
6425639	Martin_Luther_King	225447	Rosa_Parks	74.5
795898	Daniel_Radcliffe	168455	Matt_Damon	74.25
2388986	Vladimir_Putin	54692	Metropolitana_di_Mosca	74.0
4972063	Narendra_Modi	153486	Indian_Space_Research_Organisation	74.0
1766645	Burkina_Faso	69979	Repubblica_Democratica_del_Congo	73.8333
137122	Muhammad_Ali	2492857	World_Boxing_Organization	73.3333
3863	Svizzera	2128787	Forum_economico_mondiale	72.5
21007	Agenzia_internazionale_per_l'energia_atomica	63423	Consiglio_di_sicurezza_delle_Nazioni_Unite	71.5
2796142	Oscar_Wilde	1105956	Maya_Angelou	70.0
2091116	Regno_Unito	344902	Eton_College	70.0
3917564	BBC_Worldwide	5490391	Condé_Nast_Publications	69.5
45923	American_Civil_Liberties_Union	2617233	National_Association_for_the_Advancement_of_Colored_People	69.4
2318427	Roma	1423454	Etna	69.2
518639	Delhi	153486	Indian_Space_Research_Organisation	69.1667
89482	Galles	6293339	Università_di_Cardiff	69.0
3174637	Dale_Earnhardt_Jr.	273	America_del_Nord	68.8333
26889	Bill_Clinton	252785	Gordon_Brown	68.8
104062	Fußball-Club_Bayern_München	1440725	Università_tecnica_di_Monaco	68.5
1441	California	15138	Hawaii	67.8333
83913	Kirghizistan	15461	Turchia	67.75
1716805	Royal_Australian_Air_Force	505085	Voenno-morskoj_flot_(Federazione_Russa)	67.5
717460	Organizzazione_mondiale_del_commercio	544633	London_School_of_Economics_and_Political_Science	67.5
650233	Europa	104064	Manchester_United_Football_Club	67.5
99871	Monte_Saint_Helens	4442	Vesuvio	67.4
2531534	Iran	1625285	Afghanistan	66.8
361054	Monsanto_Company	3151136	Dupont	66.8
2587	Lituania	1979467	Kosovo	66.75
246521	Fred_Astaire	3193666	Carol_Channing	66.3333
2395427	Brasile	2972576	Bric	66.25
2070195	Il_Cairo	13036	Tokyo	66.0
