source_pid	source_ptitle	target_pid	target_ptitle	mean_score
3221050	Moskau	605613	Moskauer_Kreml	100.0
19955	Wladimir_Wladimirowitsch_Putin	3221050	Moskau	98.8333
2062836	Kunstmuseum_Shanghai	14008	Shanghai	98.4
173	Asien	1256402	Volksrepublik_China	97.4
3498510	Griechenland	26747	Olymp	96.8
2985	Louvre	11446	Paris	96.6667
1470977	Iwan_IV._(Russland)	3412152	Russland	96.3333
22662	Tigris	23199	Euphrat	96.2
3215	München	3437350	FC_Bayern_München	95.8
3412152	Russland	328324	Metro_Moskau	95.1667
13771	Wolga	17354	Dnepr	94.75
204956	New_York_City	146378	New_York_Yankees	94.6667
81727	Mount_St._Helens	61364	Washington_(Bundesstaat)	94.4
32321	Kleopatra_VII.	14134	Ramses_II.	94.0
456922	Burg_Himeji	2556	Japan	93.25
32444	Michael_Jordan	55419	National_Basketball_Association	93.0
2421	Irak	976876	Iran	93.0
976876	Iran	1625180	Universität_Teheran	93.0
2193	Hirohito	187830	Präfektur_Tokio	92.0
3003238	England	98316	University_of_Cambridge	92.0
690175	Real_Madrid	2104336	FC_Barcelona	91.8333
20830	New_Jersey	112828	Princeton_University	91.8
297666	Barack_Obama	63089	Hillary_Clinton	91.6
705421	Italien	291417	Vatikanischer_Hügel	91.1667
770007	Lionel_Messi	1696	FIFA	90.6667
297666	Barack_Obama	483724	John_McCain	89.6667
5133	Tony_Blair	8473	Vereinigtes_Königreich	89.6667
23360	Ronald_Reagan	297666	Barack_Obama	89.5
47349	Artus	3003238	England	88.8333
6628774	Ralph_Lauren	3822124	Karl_Lagerfeld	88.1667
13215	Achilleus	3984436	Athen	88.0
16109	Franklin_D._Roosevelt	23360	Ronald_Reagan	88.0
1566772	Blue_Ridge_Mountains	506039	Catskill_Mountains	88.0
213553	Vatikanische_Museen	4461846	Römisch-katholische_Kirche	87.8
140	Aristoteles	3498510	Griechenland	87.5
6577880	River_Kent	14087	Themse	87.3333
5662	Woodrow_Wilson	14939	Jimmy_Carter	86.8333
3221050	Moskau	13771	Wolga	86.8333
51637	Brad_Pitt	2966	Leonardo_DiCaprio	86.8
101952	John_Kerry	50950	Dick_Cheney	86.6
4998071	Dänemark	10108	Europa	86.5
71869	Ferrari	4190499	Lamborghini	86.25
96088	Ferdinand_VII._(Spanien)	2033368	Spanische_Streitkräfte	86.0
1102883	Sachin_Tendulkar	2391	Indien	86.0
5668	William_Shakespeare	1033706	Edgar_Allan_Poe	86.0
2539	Gaius_Iulius_Caesar	705421	Italien	85.8333
2664	Karl_Marx	2915554	Josef_Stalin	85.75
3229700	Adele_(Sängerin)	8473	Vereinigtes_Königreich	85.6667
31599	Nelson_Mandela	29890	African_National_Congress	85.6
40382	Sergei_Wassiljewitsch_Rachmaninow	2551	Johann_Sebastian_Bach	85.1667
14914	Europäische_Weltraumorganisation	237106	Indian_Space_Research_Organisation	84.8333
49277	Seoul	1789403	Samsung_Electronics	84.8333
43608	William_Shatner	290231	George_Takei	84.1667
32891	Grand_Canyon	149829	Colorado_River	83.4
15070	Rocky_Mountains	16507	Himalaya	82.2
156466	Rosa_Parks	888022	National_Association_for_the_Advancement_of_Colored_People	81.6
8298728	Michail-Bulgakow-Museum	3221050	Moskau	80.8333
22778	George_Harrison	44910	Liverpool	80.8
157625	Aeroflot	905336	Air_Canada	80.8
298767	Cirque_du_Soleil	48185	New_York_City_Ballet	80.5
136512	Gondor	214847	Nazgûl	80.4
407956	Zhang_Ziyi	13786	Peking	80.0
872570	University_of_Toronto	254617	University_of_California,_Berkeley	79.5
905340	British_Airways	157625	Aeroflot	79.4
72003	Cary_Grant	43608	William_Shatner	79.3333
289440	Qianlong	194166	Cao_Cao	79.2
6887291	Ungarisches_Naturwissenschaftliches_Museum	676	Budapest	79.1667
1058814	Harvard_Law_School	165309	London_School_of_Economics_and_Political_Science	78.8333
16164	Sicherheitsrat_der_Vereinten_Nationen	4184010	Weltwirtschaftsforum	78.75
124789	Shah_Rukh_Khan	819497	Abhishek_Bachchan	78.6667
1123	Donau	14087	Themse	78.6
1011261	Charlize_Theron	1914167	Screen_Actors_Guild	78.5
3548	Norwegen	4998071	Dänemark	77.6667
13771	Wolga	3544	Nil	77.2
202678	Toshirō_Mifune	41339	Akira_Kurosawa	76.8333
23028	Puerto_Rico	7842	Kuba	76.5
11000	Matterhorn	3397	Mount_Everest	76.5
82133	Jane_Austen	1033706	Edgar_Allan_Poe	76.4
2846103	Amerikanisches_Rotes_Kreuz	1420885	American_Heart_Association	76.4
23028	Puerto_Rico	3543580	Vereinigte_Staaten	76.3333
362539	Jesus_Christus	8352203	Siddhartha_Gautama	76.25
7842	Kuba	21950	Florida	76.0
124789	Shah_Rukh_Khan	54710	Mumbai	76.0
57989	Leo_Trotzki	7942691	Fjodor_Michailowitsch_Dostojewski	75.75
2104336	FC_Barcelona	1910251	FC_Seoul	75.5
2071594	Island	1937	Grönland	74.8333
8029	Odysseus	26747	Olymp	74.8333
20186	Martin_Luther_King	156466	Rosa_Parks	74.5
181808	Daniel_Radcliffe	277633	Matt_Damon	74.25
17368	Wladimir_Iljitsch_Lenin	52491	Bolschewiki	74.2
19955	Wladimir_Wladimirowitsch_Putin	328324	Metro_Moskau	74.0
2997104	Narendra_Modi	237106	Indian_Space_Research_Organisation	74.0
9191	Burkina_Faso	1182	Demokratische_Republik_Kongo	73.8333
