source_pid	source_ptitle	target_pid	target_ptitle	mean_score
200945	فراری	281355	لامبورگینی	97.6
14167	رونالد_ریگان	122686	باراک_اوباما	93.5
1224717	کوه_سنت_هلن	294927	وزوو	93.0
11222	آسیا	6735	چین	92.75
28283	نیویورک	158273	نیویورک_یانکیز	91.5
164288	ولادیمیر_پوتین	4055	مسکو	91.4
865220	کوندی_نست	3284045	ویرجین_مدیا	90.8
1428	عراق	163930	ایران	90.8
140136	کوه‌های_راکی	33413	هیمالیا	90.75
7311	کامبوج	481633	خمرهای_سرخ	90.75
14021	مایکل_جردن	155383	اتحادیه_ملی_بسکتبال	90.0
79717	لوور	18094	پاریس	89.8
41485	برد_پیت	27457	لئوناردو_دی‌کاپریو	89.8
22974	رود_ولگا	19046	نیل	89.75
2209	ایتالیا	3119	فرانسه	89.0
886441	دانشگاه_فنی_مونیخ	945957	دانشگاه_لایپزیگ	88.75
4055	مسکو	48659	کرملین_مسکو	88.5
7926	انگلستان	39003	دانشگاه_کمبریج	86.75
212973	آژانس_فضایی_اروپا	2794734	سازمان_پژوهش‌های_فضایی_هند	86.5
42549	باشگاه_فوتبال_رئال_مادرید	6753	باشگاه_فوتبال_بارسلونا	86.5
39722	بیل_کلینتون	142387	گوردون_براون	86.4
1224717	کوه_سنت_هلن	6763	واشینگتن_(ایالت)	86.25
160151	دانشگاه_تورنتو	31654	دانشگاه_کالیفرنیا،_برکلی	86.25
14159	فرانکلین_دلانو_روزولت	14167	رونالد_ریگان	86.0
4679	مونیخ	24815	باشگاه_فوتبال_بایرن_مونیخ	85.6
23703	تونی_بلر	6957	بریتانیا	85.4
4048	روسیه	421209	متروی_مسکو	85.4
54029	بریتیش_ایرویز	1955454	آئروفلوت	85.4
221573	موزه‌های_واتیکان	366441	کلیسای_کاتولیک	85.25
8095	دانوب	8183	تیمز	84.6
413744	دانیل_استیل	12734	ارنست_همینگوی	84.25
7134	یونان	155034	المپ	84.2
36333	پورتوریکو	7188	کوبا	83.2
183322	جان_استوارت_(مجری_تلویزیونی)	506193	گلن_بک	81.75
1649524	مایا_آنجلو	3251030	بل_هوکس	81.6
7181	دانمارک	7204	اروپا	81.0
2634	ارسطو	7134	یونان	81.0
111729	مارتین_لوتر_کینگ_جونیور	446569	رزا_پارکس	80.6
4058	کارل_مارکس	7236	ژوزف_استالین	80.25
122686	باراک_اوباما	173669	جان_مک‌کین	79.8
341308	ماترهورن	54085	کوه_اورست	79.75
11482	لئون_تروتسکی	14065	فیودور_داستایفسکی	79.4
283392	بوگاتی	2153798	کرایسلر	78.5
34493	دنیل_ردکلیف	180566	مت_دیمون	78.5
2193439	گاندور	887086	نازگول	77.8
7100	ایسلند	3820	گرینلند	77.75
38288	ویلیام_شاتنر	955787	جرج_تاکی	77.75
22974	رود_ولگا	112150	رود_دنیپر	76.0
253291	اتحادیه_آزادی‌های_مدنی_آمریکا	3577716	انجمن_ملی_پیشرفت_رنگین‌پوستان	76.0
41815	جین_آستن	29550	ادگار_آلن_پو	75.5
2011695	صلیب_سرخ_آمریکا	176863	انجمن_قلب_آمریکا	75.5
6810	نیوجرسی	14232	دانشگاه_پرینستون	75.25
385343	فرهنگستان_پادشاهی_علوم_سوئد	235742	مؤسسات_فناوری_هند	75.2
3500434	ایوان_چهارم	4048	روسیه	75.0
96168	لیونل_مسی	5447597	درک_جتر	75.0
27707	سیلویو_برلوسکونی	14167	رونالد_ریگان	74.8
7275	نروژ	7181	دانمارک	74.5
5048682	ارتش_آلمان	5239045	نیروی_دریایی_اسپانیا	74.5
122686	باراک_اوباما	22855	هیلاری_کلینتون	74.25
234418	عیسی	1516	گوتاما_بودا	74.2
360336	بن_افلک	633839	رزاریو_داوسون	74.0
351039	هیروهیتو	6915	توکیو	73.6
18019	یوهان_سباستیان_باخ	25666	کلود_دبوسی	73.0
163930	ایران	6791	دانشگاه_تهران	72.2
7360	سنگاپور	7297	لائوس	71.5
12937	امپراتوری_عثمانی	3918	ترکیه	71.2
114504	محمد_علی_کلی	4308157	سازمان_جهانی_بوکس	71.0
